"age","default","balance","housing","loan","duration","campaign","previous"
48,0,541,1,0,72,1,2
32,0,537,0,0,187,3,0
31,0,8312,0,0,43,13,0
30,0,-94,1,0,41,2,0
49,0,1019,1,0,285,5,0
34,0,584,1,0,154,2,0
42,0,1322,1,1,178,1,0
34,0,-563,1,0,252,1,0
31,0,33,0,0,165,4,0
34,0,1171,1,0,129,1,0
54,0,89,1,0,140,3,0
63,0,8044,0,0,702,1,0
35,0,2288,0,0,32,2,0
38,0,-70,1,0,140,1,3
38,0,0,1,0,29,32,0
32,0,228,1,0,1017,6,0
41,0,22,1,0,238,3,4
36,0,837,0,0,68,6,0
44,0,1378,1,0,257,2,0
28,0,373,1,0,10,9,1
31,0,874,1,0,190,2,0
45,0,0,0,0,454,2,0
50,0,395,1,0,419,2,0
51,0,463,1,0,213,5,0
26,0,236,1,1,8,2,0
24,0,172,0,0,67,2,0
48,0,1159,1,1,1181,9,0
30,0,25,0,0,44,1,0
33,0,296,0,0,90,2,0
51,0,5801,1,0,147,2,0
27,0,54,1,0,97,1,1
47,0,1149,0,1,82,2,0
32,0,138,0,0,94,4,0
46,0,2904,0,0,277,2,0
56,0,318,0,1,246,3,0
32,0,3014,1,0,291,2,0
32,0,1905,1,0,709,2,0
55,0,159,0,0,15,1,0
31,0,309,1,1,294,1,0
37,0,267,0,0,121,1,0
32,0,53,1,0,276,1,1
32,0,1259,0,0,184,2,0
34,0,13204,1,1,197,2,0
36,0,-206,1,0,177,2,0
40,0,6,0,0,140,1,0
34,0,41,1,0,34,9,0
31,0,325,1,0,1139,2,0
46,0,46,0,1,80,1,1
53,0,0,0,0,77,9,0
87,0,230,0,0,144,1,0
48,0,292,1,1,164,6,0
35,0,0,0,0,122,3,0
27,0,23,0,0,590,2,0
34,0,4659,1,0,28,1,0
32,0,33,1,0,125,1,4
52,0,118,0,0,16,20,0
34,0,479,1,0,515,1,5
35,0,8883,0,0,33,3,0
40,0,194,0,1,189,2,0
32,0,14533,0,0,646,3,2
66,0,1948,0,0,216,1,4
60,0,362,0,1,816,6,0
27,0,671,1,0,332,2,0
56,0,705,1,0,151,2,0
28,0,231,1,1,568,2,0
29,0,415,1,1,449,4,0
30,0,790,0,0,696,3,0
33,0,1,1,0,257,1,0
33,0,9305,1,0,407,2,0
42,0,969,1,0,721,1,0
31,0,574,1,0,410,2,0
58,0,983,0,0,139,1,0
45,0,1929,1,0,44,15,0
49,0,280,1,0,162,3,0
33,1,10,1,1,167,5,0
41,0,108,1,1,83,7,0
46,0,276,1,1,157,2,0
25,0,914,1,0,185,2,0
59,0,179,1,0,55,3,0
30,0,239,1,0,115,3,0
29,0,778,1,0,1994,2,0
38,0,1370,1,0,472,2,0
32,0,-59,0,1,192,1,0
28,0,-46,1,0,199,1,14
38,0,173,0,0,150,4,0
47,0,3188,1,0,426,3,0
23,1,-230,1,0,259,2,0
43,0,36,0,0,118,1,2
58,0,139,0,0,188,1,2
28,0,94,1,0,300,1,0
47,0,-938,1,0,176,2,0
55,0,1983,1,0,123,1,0
53,0,105,0,1,74,2,0
42,0,216,1,0,144,3,0
70,0,3782,0,0,618,1,0
39,0,879,1,0,102,2,0
43,0,757,1,0,315,4,0
30,0,305,0,0,633,1,2
29,0,192,0,0,327,4,0
61,0,313,0,1,42,1,0
59,0,7813,1,0,75,1,0
52,0,142,0,0,112,6,0
48,0,414,0,0,761,2,0
28,0,1323,1,0,361,1,0
28,0,304,0,0,516,1,0
49,0,1568,0,0,206,6,0
49,0,13229,0,1,77,2,0
47,0,2515,0,0,40,3,0
33,0,139,1,1,732,2,5
41,0,1309,0,0,28,4,0
33,0,5739,1,1,374,1,0
55,0,602,0,0,324,3,2
36,0,-381,1,0,30,29,0
49,0,230,1,0,96,1,0
26,0,454,1,1,28,18,0
38,1,15,1,0,121,1,0
37,0,1193,0,0,396,2,0
26,0,2770,1,0,141,1,0
30,0,432,1,0,340,3,0
58,0,610,1,0,246,2,0
30,0,3485,0,0,142,2,0
40,0,-335,1,0,260,1,0
55,0,976,0,0,345,1,3
45,0,192,1,0,154,5,1
59,0,1033,0,0,1199,1,0
41,0,10758,1,0,288,1,0
57,0,3927,0,0,61,1,0
29,0,-102,0,0,134,1,0
64,0,846,0,0,671,1,3
32,0,0,0,0,594,4,0
37,0,67,0,0,45,2,0
32,0,4885,1,1,400,2,0
57,0,5431,1,1,383,1,0
59,0,1727,0,0,500,4,2
38,0,1198,1,0,63,1,0
46,0,242,1,0,332,2,0
32,0,882,0,1,80,8,0
29,0,1448,0,0,217,1,7
30,0,209,1,0,30,2,0
38,0,889,0,1,362,1,0
56,0,45,0,0,1467,1,0
42,0,0,0,0,131,2,0
26,0,3825,1,0,107,1,0
50,0,841,1,0,54,2,0
57,0,4664,0,0,22,4,1
27,0,148,0,0,203,1,0
41,0,52,0,0,261,2,0
45,0,757,0,0,103,1,4
29,0,182,1,0,38,3,0
45,0,88,0,1,332,1,0
58,0,0,0,1,101,5,0
48,0,606,0,0,77,6,0
29,0,417,0,0,90,1,0
49,0,362,1,0,84,2,0
44,0,6649,1,0,354,2,0
57,0,1172,0,0,26,1,0
47,0,145,1,0,157,6,0
50,0,52,0,0,22,8,0
48,0,725,0,1,105,1,0
23,0,8627,1,0,281,1,0
51,0,5403,0,0,42,1,0
55,0,2275,0,0,139,9,0
58,0,419,0,1,295,3,0
27,0,0,1,0,388,7,0
26,0,294,0,0,87,1,2
37,0,781,0,0,75,1,0
34,0,105,1,0,249,2,0
51,0,844,1,0,184,3,0
37,0,4089,1,0,289,2,4
50,0,246,1,0,270,1,2
40,0,326,1,1,112,1,0
55,0,557,0,0,58,1,0
45,0,265,0,0,14,3,0
41,0,0,1,0,386,2,0
38,0,157,0,1,57,11,1
30,0,1073,1,0,1130,4,0
42,0,14752,0,0,107,2,0
34,0,20,0,0,10,1,0
36,0,340,1,0,68,2,0
50,0,0,0,0,118,8,0
46,0,1712,0,0,110,1,0
45,0,827,1,0,319,5,0
38,0,171,1,1,172,1,0
52,0,217,0,1,193,6,0
35,0,106,0,1,588,2,0
22,0,691,0,0,338,1,0
46,0,1297,0,0,716,3,0
52,0,20,1,0,172,1,0
32,0,687,0,0,161,4,0
24,0,366,0,1,234,2,0
32,0,3514,1,0,226,2,0
35,0,319,1,0,221,1,0
50,0,26394,0,0,206,4,0
46,0,624,0,0,336,2,2
65,0,1840,0,0,383,2,5
36,0,1283,0,0,92,5,0
42,0,0,0,0,236,1,0
33,0,-6,1,0,566,2,0
38,0,435,1,0,193,2,0
46,0,1291,1,0,142,3,17
39,0,5803,0,0,83,3,0
48,0,866,0,0,146,2,0
60,0,2131,0,0,421,6,0
49,0,32,0,0,128,1,0
40,0,825,1,0,38,1,1
55,0,481,1,0,147,2,3
46,0,70,1,0,229,2,0
42,0,1331,0,0,698,2,0
31,0,2070,0,0,319,2,0
31,0,137,0,0,385,9,0
34,0,899,1,0,377,3,4
29,0,20,1,0,418,1,0
45,0,0,0,1,47,7,0
78,0,226,0,0,136,1,0
36,1,12,0,0,587,2,0
66,0,6483,0,0,275,1,0
45,0,999,1,0,215,6,2
47,0,1544,1,0,104,1,1
32,0,14,1,0,171,1,0
27,0,1,0,0,65,2,0
38,0,1,0,1,152,2,0
50,0,732,0,0,736,7,0
60,0,385,1,0,80,1,0
36,0,49,1,0,232,2,5
60,0,725,1,0,266,1,0
35,0,2682,1,0,156,1,0
52,0,-1224,1,0,253,4,0
60,0,231,1,0,57,2,0
31,0,1224,1,1,1441,2,0
40,0,1871,1,0,64,1,0
24,0,77,1,0,236,2,0
38,0,526,1,1,553,2,0
47,0,0,1,0,250,1,0
58,0,5278,1,0,763,4,0
47,0,3232,0,0,541,1,3
54,0,4382,1,0,193,4,0
36,0,1981,0,0,48,2,0
32,0,0,0,0,104,9,0
30,0,79,1,0,317,1,0
29,0,5980,1,0,317,1,0
28,1,-298,1,0,559,7,0
49,0,8545,1,1,199,7,1
53,0,13,0,0,69,1,0
40,0,0,1,0,271,2,0
32,0,8436,1,0,245,1,2
37,0,9,0,0,484,2,0
31,0,454,0,0,73,3,0
34,0,428,1,0,59,2,0
34,0,673,1,1,271,1,1
45,0,473,1,0,147,1,0
36,0,1594,0,0,250,3,0
39,0,75,0,0,26,1,0
26,0,96,1,0,612,2,3
55,0,538,1,0,353,2,0
33,0,1844,1,0,241,3,0
35,0,624,1,0,163,1,0
43,0,422,0,0,110,1,0
55,0,0,0,0,180,2,3
38,0,2273,1,0,222,1,0
57,0,2137,0,0,132,7,0
34,0,1464,1,0,350,1,0
27,0,-1202,1,0,749,2,0
41,0,174,1,0,367,2,1
35,0,505,1,1,371,2,0
30,0,0,0,0,127,5,0
30,0,944,0,0,251,2,0
31,0,406,0,0,736,1,0
56,0,-1,0,0,89,23,0
51,0,176,1,1,8,1,2
40,0,-495,0,1,303,2,0
32,0,1121,1,1,211,3,0
57,0,1238,1,0,274,1,0
35,0,422,1,0,73,1,0
66,0,2169,0,0,282,1,0
42,0,0,0,0,656,2,0
35,0,7050,0,0,222,3,4
59,0,0,0,0,247,4,0
59,0,42,0,0,40,1,0
44,0,106,0,0,109,2,0
28,0,2269,1,0,331,1,0
48,0,2537,0,0,219,6,0
44,0,-237,1,0,73,1,0
58,0,2,0,0,684,1,0
46,0,548,0,0,1181,4,0
31,0,360,1,0,592,4,0
31,0,92,1,0,688,1,0
42,0,1932,1,0,192,32,0
42,0,0,0,0,64,2,0
32,0,6217,1,1,486,2,2
46,0,328,1,0,526,8,0
29,0,534,1,0,382,1,0
50,0,606,1,0,673,2,0
42,0,214,1,0,21,24,0
37,0,435,1,0,210,1,0
38,0,1980,0,0,176,2,0
38,0,648,1,0,179,1,0
45,0,1757,1,0,1010,3,1
32,0,1005,0,0,215,1,0
37,0,1467,1,1,349,1,0
39,0,278,0,1,60,3,0
34,0,0,0,0,132,4,0
36,0,6,0,0,41,7,0
42,0,1289,0,0,250,4,2
48,0,427,0,0,201,1,0
46,0,757,0,0,382,3,0
29,0,178,1,0,231,4,0
31,0,472,1,0,907,2,0
41,0,353,0,0,90,2,0
32,0,-632,1,1,18,5,0
37,0,228,1,0,1740,2,0
50,0,-10,0,1,369,6,0
38,0,4030,1,0,75,2,5
33,0,1209,1,0,700,1,0
38,0,228,1,0,105,1,0
55,0,204,0,0,455,13,0
24,0,431,1,0,108,12,0
45,0,115,1,0,108,1,0
43,0,11269,0,0,92,1,0
31,0,591,0,0,161,2,0
59,0,0,1,0,104,7,0
27,0,451,1,0,652,1,0
37,0,11,0,0,109,8,0
43,0,8167,1,0,114,2,0
53,0,-626,1,0,205,1,0
34,0,550,0,1,601,1,0
40,0,643,1,0,74,2,1
28,0,702,1,0,318,2,0
30,0,1787,0,0,79,1,0
38,0,490,1,1,17,1,0
35,0,1555,1,0,26,2,0
59,0,3940,0,0,48,2,0
52,0,-970,1,0,489,1,0
34,0,296,0,0,147,4,0
35,0,450,1,0,63,1,0
39,0,-540,0,0,29,1,0
62,0,0,0,0,227,2,0
39,0,694,1,0,44,1,0
53,0,7,0,0,68,1,0
54,0,8295,0,0,207,1,0
26,0,622,0,0,1451,2,0
28,0,882,0,1,94,1,2
52,0,3163,0,0,56,6,0
43,0,104,0,0,332,1,0
36,0,1511,1,0,270,1,0
80,0,6483,0,0,123,1,0
55,0,621,0,1,114,1,1
28,0,28,0,0,220,2,0
49,0,167,1,1,198,3,0
36,0,339,0,0,6,6,0
43,0,132,0,0,574,1,3
44,0,5597,0,0,27,3,0
45,0,72,1,1,262,2,2
33,0,3704,1,0,447,2,0
32,0,45,1,1,908,3,7
33,0,1158,1,0,25,2,0
28,0,189,1,0,68,2,0
45,0,728,1,1,107,1,0
53,0,4380,0,0,223,7,0
34,0,846,1,0,758,2,0
30,0,726,1,0,39,1,3
35,0,1453,1,0,199,1,0
46,0,225,1,0,201,1,1
33,0,302,1,1,670,1,0
33,0,5969,0,0,156,2,8
33,0,0,0,0,305,2,0
28,0,89,1,1,172,2,0
33,0,385,0,0,29,28,0
39,0,399,0,0,504,1,0
46,0,4,0,0,268,1,5
45,0,1273,1,1,197,3,0
55,0,8104,0,0,213,2,0
32,1,5,1,1,82,3,2
27,0,897,0,0,397,1,0
57,0,1592,0,1,78,4,0
42,0,243,1,0,46,5,0
52,0,54,1,1,103,1,0
48,0,333,1,0,24,6,0
57,0,808,0,0,417,3,0
32,0,0,1,0,80,2,0
32,0,150,0,0,210,1,0
43,0,481,1,0,164,1,2
27,0,795,0,0,101,3,0
31,0,5527,1,0,132,1,0
34,0,1386,1,1,185,6,0
42,0,360,1,0,110,5,0
53,0,1319,1,0,427,1,1
48,0,178,1,0,320,4,0
50,0,4374,1,0,163,2,3
73,0,796,0,0,427,1,2
43,0,978,1,1,82,2,0
29,0,908,1,0,1663,1,0
53,0,4968,0,0,109,1,2
54,0,191,0,0,753,2,0
29,0,828,1,0,215,3,3
42,0,0,1,0,328,6,0
35,0,0,1,0,340,3,0
51,0,9228,0,0,655,4,0
35,0,365,0,0,168,2,0
44,0,1058,0,0,188,3,0
37,0,168,1,0,227,1,0
55,0,186,1,1,241,1,0
45,1,-183,0,1,395,4,0
58,0,35,0,0,336,7,0
35,0,0,0,1,370,4,0
54,0,2225,0,1,73,2,0
39,0,1506,1,0,299,2,0
56,0,772,1,0,291,1,0
51,0,343,1,0,78,2,0
51,1,-55,1,0,119,6,0
47,0,556,1,0,147,2,4
28,0,1351,0,0,267,1,0
51,0,1760,0,1,162,1,0
33,0,641,1,0,347,2,0
46,0,91,1,0,29,1,2
23,0,736,1,0,119,1,0
53,0,12,0,0,345,10,0
23,0,-19,1,0,13,10,0
42,0,642,1,1,509,2,0
35,0,175,1,0,219,1,1
39,0,130,0,0,202,2,0
30,0,2678,1,0,23,5,0
40,0,3,0,0,998,1,0
22,0,47,0,0,69,3,0
31,0,623,1,0,96,2,5
29,0,3748,0,0,322,3,0
50,0,388,0,0,701,1,0
40,0,226,0,0,176,2,0
25,0,894,1,0,328,1,0
43,0,-88,1,1,313,1,2
29,0,92,1,0,240,1,0
33,0,11,1,0,104,3,0
33,0,210,1,1,201,1,0
59,0,5845,0,0,1060,2,0
39,0,399,1,1,133,2,0
38,0,2240,1,0,551,1,1
40,0,1438,1,0,207,1,2
27,0,113,0,0,39,17,0
55,0,-196,1,0,210,2,0
43,0,-179,1,0,335,6,0
37,0,395,1,0,219,2,0
50,0,3304,0,0,1009,2,0
54,0,158,1,0,198,1,0
77,0,680,0,0,341,4,3
30,0,75,1,0,123,1,0
35,0,1100,0,1,127,2,0
58,0,14412,0,0,297,1,0
43,0,642,0,0,644,2,0
32,0,3601,0,0,171,15,0
53,0,71,0,1,86,1,0
53,0,459,0,0,317,6,1
25,0,10,1,0,857,4,0
43,0,104,1,0,635,3,0
49,0,1430,0,0,231,2,0
28,0,0,1,0,133,3,0
28,0,14,0,0,201,1,0
21,0,6844,0,0,126,3,7
38,0,807,0,0,74,2,0
44,0,0,1,1,97,1,0
32,0,5514,0,0,319,1,1
50,0,3357,0,0,239,4,0
34,0,475,1,0,559,1,0
65,0,300,0,0,105,1,0
31,0,-219,1,0,66,2,0
28,0,769,1,0,153,1,2
34,0,263,0,0,203,1,8
57,0,501,1,1,59,2,0
31,0,1170,0,0,200,4,0
59,0,163,0,0,464,1,0
45,0,3098,1,0,159,2,0
27,0,818,1,0,188,5,0
34,0,1539,1,0,441,1,1
35,0,67,1,0,192,2,0
56,0,442,0,0,77,3,0
29,0,584,1,0,541,19,0
43,0,593,1,0,55,1,0
49,0,1784,0,0,753,1,0
27,0,-179,1,0,54,2,0
53,0,104,0,1,701,1,0
45,0,-11,1,0,247,1,0
27,0,3354,1,0,493,5,0
41,1,-386,0,1,477,1,0
27,0,213,0,0,378,1,0
32,0,4761,1,0,159,2,2
29,0,406,1,0,119,1,0
29,0,1673,0,0,200,2,3
37,0,-244,0,0,178,1,0
46,0,216,0,0,173,1,0
42,0,1048,1,0,23,2,0
28,0,26,1,0,227,2,0
40,0,498,1,0,55,2,4
38,0,1679,1,0,21,18,0
59,0,671,1,1,219,2,5
37,0,48,1,0,133,2,0
28,0,416,1,0,452,2,0
50,0,0,0,0,243,5,0
53,0,5715,0,0,287,2,0
30,0,11,1,0,157,1,0
40,0,1927,1,0,62,1,0
47,1,-535,1,0,71,2,0
47,0,0,0,0,58,3,0
35,0,0,1,0,295,3,0
43,0,0,0,0,147,1,0
28,0,3,0,0,40,8,6
48,0,149,1,0,71,1,0
32,0,13711,1,0,638,1,3
43,0,388,1,0,2087,2,0
48,0,750,1,0,90,6,0
31,0,2590,0,0,103,2,2
52,0,14,0,1,55,5,0
45,0,907,0,0,230,8,0
32,0,2089,1,0,132,1,0
33,0,3975,1,1,515,1,1
38,0,35,1,0,156,1,3
35,0,670,0,0,378,1,0
31,0,469,0,1,111,1,0
32,0,71,1,0,221,8,0
47,0,33,1,0,298,1,0
34,0,4831,1,0,265,1,0
37,0,896,0,1,343,2,0
31,0,132,0,0,148,1,1
35,0,1707,1,0,426,3,0
35,0,35,1,0,152,1,0
49,0,92,1,0,221,2,0
48,0,810,0,0,383,1,0
30,0,47,0,1,11,17,0
33,0,920,1,0,58,1,4
54,0,7864,1,0,145,4,0
28,0,100,1,1,132,2,0
37,0,215,1,0,61,1,0
39,0,7685,1,0,493,3,0
43,0,3485,0,0,113,1,0
43,0,2,0,1,472,2,0
39,0,31,1,0,61,2,4
35,0,1063,1,1,327,1,0
58,0,1407,1,0,58,1,0
48,0,290,1,0,257,2,0
36,0,1855,1,0,75,1,1
41,0,-365,1,0,226,10,0
34,0,856,1,0,470,1,5
56,0,1333,0,0,17,14,0
47,0,2,0,1,71,15,0
51,0,2323,1,1,151,10,0
31,0,481,1,0,106,2,2
34,0,0,1,1,214,1,0
42,0,16,0,0,140,3,0
34,0,197,0,0,78,3,0
39,0,12437,0,0,40,1,0
28,0,6307,1,0,615,1,0
40,0,0,0,0,109,8,0
50,0,717,1,0,113,1,0
31,0,1010,1,0,385,3,9
31,0,897,1,0,26,2,0
36,0,644,1,0,54,2,0
39,0,2226,1,0,158,1,0
58,0,0,1,0,148,1,0
33,0,595,0,0,22,2,0
31,0,3,1,0,37,12,0
43,0,960,1,1,241,2,0
37,0,1050,1,0,586,3,0
40,0,2378,1,0,65,1,0
60,0,2934,0,0,233,2,0
44,0,-312,1,0,22,3,0
45,0,1893,1,0,1259,6,0
46,0,0,0,0,70,2,0
57,0,374,1,1,236,1,0
57,0,82,0,1,140,1,0
47,0,94,1,0,9,19,0
38,0,427,1,0,17,3,2
47,0,126,1,0,2456,2,0
26,0,455,0,0,240,1,8
41,0,51,0,0,140,8,0
31,0,0,0,0,38,16,0
34,0,1557,1,1,213,1,0
32,0,0,0,0,9,6,0
52,0,431,0,0,73,17,0
35,0,978,0,0,1370,3,3
43,0,497,0,0,66,1,22
33,0,-988,1,1,83,3,0
48,0,607,0,0,29,2,0
33,0,-77,1,0,151,3,0
27,0,50,0,0,168,1,0
47,0,1203,1,0,239,2,0
36,0,367,0,0,217,1,1
30,0,0,1,0,172,1,0
48,0,8106,0,0,125,1,3
49,0,2370,1,1,56,1,2
60,0,71188,0,0,205,1,0
50,1,421,0,0,22,5,0
40,0,1548,1,0,101,3,0
37,0,3315,1,0,820,2,0
54,0,641,1,0,472,1,2
39,0,83,1,0,193,2,0
57,0,2927,0,1,78,5,0
49,0,2465,0,0,157,3,0
49,0,3726,0,0,875,2,0
47,0,1934,0,1,225,1,1
34,0,105,1,0,146,2,3
57,0,1623,1,1,246,1,0
37,0,897,1,0,119,2,2
51,0,2007,0,0,1021,1,0
37,0,0,1,0,115,1,0
59,0,5314,1,0,200,3,0
42,0,179,1,0,96,1,0
49,0,1091,0,0,47,2,0
30,0,-518,1,1,244,6,0
43,0,-228,1,1,122,2,0
32,0,2343,0,0,226,1,0
44,0,205,0,0,289,1,0
53,0,15,0,0,921,2,0
31,0,24,1,0,631,1,0
46,0,-3,0,0,205,2,0
47,0,440,1,0,91,1,0
60,0,11262,0,0,323,1,0
60,0,197,0,0,1386,1,0
33,0,358,1,0,302,1,3
31,0,259,1,0,47,1,0
37,0,1123,0,1,138,1,0
40,0,8969,1,0,153,1,0
33,0,150,0,0,151,2,0
44,0,14,0,0,167,1,1
71,0,2850,0,0,185,1,0
31,0,1331,0,0,297,1,3
36,0,16430,1,0,197,3,0
55,0,979,0,1,123,1,0
28,0,378,1,0,346,1,0
32,0,642,0,1,524,1,0
49,0,523,1,0,152,2,0
32,0,-33,1,0,234,3,0
41,0,3992,1,0,281,2,0
38,0,0,0,0,260,3,3
29,0,596,0,0,510,2,0
33,0,18347,1,0,415,1,0
29,0,950,1,0,135,3,0
55,0,343,1,0,276,3,0
41,0,1680,1,0,76,2,0
55,0,2749,1,1,58,2,0
26,0,1274,1,0,190,1,1
34,0,436,0,1,118,4,0
39,0,1161,1,0,236,1,1
32,0,202,1,0,429,1,1
45,0,2096,0,0,127,1,2
26,0,265,0,0,650,2,0
45,0,-547,1,0,214,2,0
35,0,-259,1,0,381,1,2
40,0,100,1,0,221,1,1
49,0,823,0,0,780,4,0
34,0,5060,1,0,12,21,0
47,0,3681,0,0,101,2,0
34,0,247,0,0,401,2,0
32,0,230,1,0,442,1,8
44,0,16178,1,0,297,1,0
49,0,1235,0,0,354,3,0
29,0,912,1,0,785,1,0
40,0,4384,1,0,315,1,0
41,0,832,1,1,164,1,1
34,0,417,1,0,138,1,0
59,0,681,1,0,427,2,0
34,0,215,0,0,350,3,0
49,0,2201,1,0,233,3,0
50,0,60,0,1,151,8,0
53,0,3316,1,0,331,6,0
54,0,812,0,0,113,6,0
45,0,1269,1,0,549,2,0
34,0,1281,0,0,279,1,1
47,0,-75,1,0,57,1,1
52,0,381,0,1,288,12,0
46,0,361,1,0,86,7,0
31,0,609,1,0,1126,1,1
19,0,1169,0,0,463,18,0
32,0,2817,1,0,195,1,0
32,0,253,1,0,257,3,0
42,0,3165,1,0,298,4,0
40,0,838,1,0,619,3,0
57,0,46,0,0,238,2,0
51,0,0,0,0,84,7,0
58,0,744,0,0,38,1,0
46,0,1034,0,0,109,2,0
42,0,7702,0,0,138,2,0
28,0,-97,1,0,79,1,2
48,1,-583,1,0,25,7,0
38,0,3436,0,0,663,4,0
47,0,2303,1,0,323,2,1
33,0,1465,0,0,98,4,0
29,0,125,1,0,50,1,0
55,0,2587,0,0,328,2,2
41,0,1588,1,1,10,8,0
33,0,894,0,0,509,2,0
38,0,0,0,0,164,1,0
41,0,-256,0,1,35,3,0
33,0,925,0,0,884,3,0
36,0,553,0,0,106,2,0
48,0,0,0,0,16,16,0
45,0,6945,0,0,131,5,3
31,0,314,1,0,279,1,0
39,0,-735,1,0,144,5,2
28,0,224,1,0,97,3,0
31,0,38,0,0,185,2,0
49,0,548,0,0,115,6,0
79,0,4738,0,0,151,5,0
26,0,0,1,0,425,1,0
59,0,0,0,0,812,1,0
40,0,6767,1,0,97,2,0
28,0,1034,0,0,113,1,0
46,0,405,0,0,138,3,0
35,0,0,0,0,74,1,4
28,0,330,0,0,197,1,0
47,0,871,0,0,602,9,0
44,0,415,1,0,7,7,0
60,0,27,0,0,40,2,0
58,0,299,0,0,120,4,0
25,0,505,0,1,386,2,0
57,0,10,0,0,320,3,0
25,0,64,0,0,71,11,0
36,0,-423,1,1,106,1,0
43,0,275,0,0,69,6,0
28,0,81,0,1,158,1,0
35,0,407,1,0,12,6,0
40,0,1584,1,0,661,1,0
25,0,2157,1,0,339,1,0
33,0,647,1,1,124,1,1
32,0,286,1,0,175,1,0
28,0,0,1,1,380,4,0
46,0,-337,1,0,112,1,0
38,0,376,1,0,1521,1,0
36,0,439,1,0,260,5,0
41,0,2195,1,0,211,5,0
60,0,-396,1,0,443,1,1
59,0,0,1,0,214,3,0
44,0,1989,1,1,106,2,0
35,0,280,1,1,65,50,0
58,0,1533,0,0,137,2,0
51,0,21244,0,1,166,2,0
49,0,371,1,0,18,44,0
45,0,0,1,0,211,2,0
30,0,975,1,0,256,2,2
49,0,322,0,0,72,4,0
39,0,0,1,0,793,2,0
33,0,478,0,0,475,2,0
66,0,1048,1,0,971,2,0
34,0,0,1,0,144,1,0
29,0,-194,1,0,127,1,0
31,0,1130,1,0,224,3,4
48,0,1738,1,0,349,1,0
34,0,-139,1,1,492,2,0
38,0,0,1,0,196,2,0
40,0,1516,1,1,373,1,0
33,0,215,1,0,543,12,0
57,0,3071,1,1,63,3,0
38,0,1663,1,0,217,3,1
74,0,921,0,0,394,2,0
34,0,326,1,1,150,2,0
50,0,2706,1,0,179,3,0
36,0,0,1,1,101,2,0
54,0,1157,0,0,98,2,0
32,0,167,1,1,79,3,0
46,0,9328,1,0,725,3,0
47,0,292,0,1,210,3,0
56,0,151,0,0,128,1,0
27,0,201,1,0,172,2,0
47,0,1784,0,0,385,2,0
32,0,-402,1,0,135,1,0
32,0,569,0,1,348,1,0
50,0,-94,0,1,75,1,0
43,0,3285,1,0,1721,2,0
38,0,1852,1,0,298,2,0
35,0,327,1,0,537,3,0
40,0,0,0,0,147,1,8
34,0,347,1,0,154,2,6
42,0,221,1,0,720,2,0
47,0,4543,1,0,162,1,0
25,1,-589,1,0,233,1,0
48,0,-552,0,1,150,2,0
29,0,103,0,0,314,1,0
32,0,2629,0,0,77,4,0
54,0,781,1,0,103,2,0
31,0,64,0,0,208,1,2
77,0,7802,0,0,421,1,2
24,0,174,1,1,487,1,0
37,0,4798,1,0,156,2,0
46,0,0,1,0,51,9,0
40,0,33,0,0,70,3,0
37,0,1978,0,0,404,1,1
34,0,114,1,1,153,1,3
31,0,636,1,0,352,4,0
33,0,6904,0,0,114,2,0
40,0,89,1,1,148,6,0
34,0,0,0,0,263,2,0
31,0,391,0,0,336,2,0
32,0,266,1,0,168,2,0
27,0,10,1,0,527,1,0
49,0,-454,1,0,558,1,0
36,0,340,0,1,559,3,0
55,0,0,0,0,108,2,0
37,0,4565,0,0,369,1,0
27,0,1,1,0,116,3,0
56,0,575,0,0,18,2,0
28,0,781,0,0,125,6,0
58,0,225,0,0,122,6,0
41,0,177,1,0,117,2,0
33,0,23663,1,0,199,2,2
43,0,34,0,0,29,1,0
35,0,2643,0,1,259,1,0
34,0,1337,0,0,330,2,3
48,0,5462,0,0,29,4,0
40,0,697,0,0,220,2,2
29,0,218,1,0,169,1,0
37,0,0,1,0,146,4,0
57,0,295,0,0,151,11,0
37,0,66,0,0,1164,2,0
34,0,15,0,0,184,7,0
41,0,348,1,0,225,2,2
51,0,1550,0,0,12,5,0
35,0,0,1,0,1073,1,0
60,0,1472,0,0,36,4,0
48,0,480,1,0,830,1,2
47,0,164,0,0,212,1,0
40,0,-375,1,0,60,5,0
35,0,0,0,0,89,1,0
42,0,484,1,0,144,2,0
36,0,70,1,0,219,4,0
44,0,80,1,1,387,2,0
52,0,195,1,0,220,1,5
36,0,0,0,0,81,4,0
25,0,777,1,0,351,1,0
49,0,981,1,0,10,3,0
59,0,259,0,0,415,1,1
47,0,295,1,0,157,1,0
53,0,1178,1,0,295,2,0
44,0,2734,1,0,897,4,0
45,1,-249,1,1,92,1,0
53,0,225,0,0,171,7,0
55,1,-404,1,0,502,3,0
34,0,415,0,1,361,2,0
50,0,356,0,0,198,2,5
47,0,1139,1,0,106,2,0
60,0,174,1,0,241,1,1
33,1,-305,0,1,109,1,0
35,0,251,1,1,128,3,0
49,0,474,1,1,152,3,1
30,0,2186,1,0,366,1,0
57,0,318,1,0,206,2,0
75,0,3810,1,0,262,1,1
31,0,13,0,0,110,5,0
37,0,543,1,0,281,1,0
32,0,0,0,0,101,5,6
25,0,760,1,0,223,3,2
46,0,1550,1,0,126,2,8
37,0,0,1,1,187,2,0
58,0,65,0,0,162,1,0
50,0,3897,0,0,298,1,0
40,0,-396,1,0,127,1,0
